Approve	Disapprove	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
48.0	50.0		rasmussen-18625	Rasmussen	2013-12-28	2013-12-30		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
44.0	49.0		gallup-18615	Gallup	2013-12-27	2013-12-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	51.0		rasmussen-18610	Rasmussen	2013-12-27	2013-12-29		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
44.0	49.0		gallup-18614	Gallup	2013-12-26	2013-12-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	50.0		rasmussen-18609	Rasmussen	2013-12-26	2013-12-28		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	52.0		gallup-18613	Gallup	2013-12-23	2013-12-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-18608	Rasmussen	2013-12-22	2013-12-27		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	53.0		gallup-18612	Gallup	2013-12-22	2013-12-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-18607	Rasmussen	2013-12-21	2013-12-26		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	54.0		gallup-18611	Gallup	2013-12-21	2013-12-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
40.0	53.0		gallup-18600	Gallup	2013-12-20	2013-12-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-18597	Rasmussen	2013-12-20	2013-12-22		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
44.0	54.0		rasmussen-18596	Rasmussen	2013-12-19	2013-12-21		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	52.0		gallup-18598	Gallup	2013-12-18	2013-12-20		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	52.0		rasmussen-18595	Rasmussen	2013-12-18	2013-12-20		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	53.0	5.0	arg-18602	ARG	2013-12-17	2013-12-20		Adults	1100	3.0	Live Phone	Nonpartisan	None
77.0	19.0		arg-18602	ARG	2013-12-17	2013-12-20		Adults - Democrat			Live Phone	Nonpartisan	None
7.0	88.0		arg-18602	ARG	2013-12-17	2013-12-20		Adults - Republican			Live Phone	Nonpartisan	None
36.0	60.0		arg-18602	ARG	2013-12-17	2013-12-20		Adults - independent			Live Phone	Nonpartisan	None
40.0	52.0		gallup-18588	Gallup	2013-12-17	2013-12-19		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-18580	Rasmussen	2013-12-17	2013-12-19		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	56.0	3.0	cnn-18587	CNN	2013-12-16	2013-12-19		Adults	1035	3.0	Live Phone	Nonpartisan	None
75.0	21.0	5.0	cnn-18587	CNN	2013-12-16	2013-12-19		Adults - Democrat		5.5	Live Phone	Nonpartisan	None
8.0	92.0	0.0	cnn-18587	CNN	2013-12-16	2013-12-19		Adults - Republican		6.0	Live Phone	Nonpartisan	None
32.0	64.0	4.0	cnn-18587	CNN	2013-12-16	2013-12-19		Adults - independent		4.5	Live Phone	Nonpartisan	None
41.0	51.0		gallup-18577	Gallup	2013-12-16	2013-12-18		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-18576	Rasmussen	2013-12-16	2013-12-18		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	50.0		gallup-18565	Gallup	2013-12-15	2013-12-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-18555	Rasmussen	2013-12-15	2013-12-17		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	55.0	2.0	yougov-economist-18635	YouGov/Economist	2013-12-14	2013-12-16		Adults	1000	4.3	Internet	Nonpartisan	None
82.0	14.0	3.0	yougov-economist-18635	YouGov/Economist	2013-12-14	2013-12-16		Adults - Democrat	415		Internet	Nonpartisan	None
3.0	96.0	1.0	yougov-economist-18635	YouGov/Economist	2013-12-14	2013-12-16		Adults - Republican	250		Internet	Nonpartisan	None
27.0	70.0	2.0	yougov-economist-18635	YouGov/Economist	2013-12-14	2013-12-16		Adults - independent	297		Internet	Nonpartisan	None
41.0	53.0	5.0	fox-18575	FOX	2013-12-14	2013-12-16		Registered Voters	1027	3.0	Live Phone	Nonpartisan	None
79.0	16.0	5.0	fox-18575	FOX	2013-12-14	2013-12-16		Registered Voters - Democrat			Live Phone	Nonpartisan	None
6.0	91.0	3.0	fox-18575	FOX	2013-12-14	2013-12-16		Registered Voters - Republican			Live Phone	Nonpartisan	None
31.0	60.0	9.0	fox-18575	FOX	2013-12-14	2013-12-16		Registered Voters - independent			Live Phone	Nonpartisan	None
40.0	58.0	3.0	yougov-economist-18573	YouGov/Economist	2013-12-14	2013-12-16		Adults	1000	4.2	Internet	Nonpartisan	None
76.0	22.0	3.0	yougov-economist-18573	YouGov/Economist	2013-12-14	2013-12-16		Adults - Democrat	374		Internet	Nonpartisan	None
7.0	92.0	0.0	yougov-economist-18573	YouGov/Economist	2013-12-14	2013-12-16		Adults - Republican	274		Internet	Nonpartisan	None
29.0	64.0	6.0	yougov-economist-18573	YouGov/Economist	2013-12-14	2013-12-16		Adults - independent	294		Internet	Nonpartisan	None
41.0	50.0		gallup-18549	Gallup	2013-12-14	2013-12-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-18548	Rasmussen	2013-12-14	2013-12-16		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	50.0		gallup-18543	Gallup	2013-12-13	2013-12-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-18539	Rasmussen	2013-12-13	2013-12-15		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	55.0	4.0	ppp-d-18552	PPP (D)	2013-12-12	2013-12-15		Likely Voters	1316	2.7	Automated Phone	Pollster	Dem
78.0	16.0	6.0	ppp-d-18552	PPP (D)	2013-12-12	2013-12-15		Likely Voters - Democrat			Automated Phone	Pollster	Dem
7.0	91.0	2.0	ppp-d-18552	PPP (D)	2013-12-12	2013-12-15		Likely Voters - Republican			Automated Phone	Pollster	Dem
27.0	69.0	4.0	ppp-d-18552	PPP (D)	2013-12-12	2013-12-15		Likely Voters - independent			Automated Phone	Pollster	Dem
43.0	55.0	3.0	abc-post-18550	ABC/Post	2013-12-12	2013-12-15		Adults	1005	3.5	Live Phone	Nonpartisan	None
76.0	21.0		abc-post-18550	ABC/Post	2013-12-12	2013-12-15		Adults - Democrat			Live Phone	Nonpartisan	None
13.0	84.0		abc-post-18550	ABC/Post	2013-12-12	2013-12-15		Adults - Republican			Live Phone	Nonpartisan	None
39.0	60.0		abc-post-18550	ABC/Post	2013-12-12	2013-12-15		Adults - independent			Live Phone	Nonpartisan	None
34.0	51.0	15.0	fairleigh-dickinson-18574	Fairleigh Dickinson	2013-12-09	2013-12-15		Adults	1002	3.1	Live Phone	Nonpartisan	None
66.0	17.0	17.0	fairleigh-dickinson-18574	Fairleigh Dickinson	2013-12-09	2013-12-15		Adults - Democrat			Live Phone	Nonpartisan	None
7.0	87.0	6.0	fairleigh-dickinson-18574	Fairleigh Dickinson	2013-12-09	2013-12-15		Adults - Republican			Live Phone	Nonpartisan	None
19.0	57.0	25.0	fairleigh-dickinson-18574	Fairleigh Dickinson	2013-12-09	2013-12-15		Adults - independent			Live Phone	Nonpartisan	None
41.0	51.0		gallup-18541	Gallup	2013-12-12	2013-12-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	52.0		rasmussen-18538	Rasmussen	2013-12-12	2013-12-14		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	50.0		gallup-18540	Gallup	2013-12-11	2013-12-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	51.0		rasmussen-18537	Rasmussen	2013-12-11	2013-12-13		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	49.0		gallup-18530	Gallup	2013-12-10	2013-12-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	51.0		rasmussen-18529	Rasmussen	2013-12-10	2013-12-12		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	49.0		gallup-18526	Gallup	2013-12-09	2013-12-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	51.0		rasmussen-18520	Rasmussen	2013-12-09	2013-12-11		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	49.0		gallup-18517	Gallup	2013-12-08	2013-12-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-18509	Rasmussen	2013-12-08	2013-12-10		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	56.0	3.0	yougov-economist-18521	YouGov/Economist	2013-12-07	2013-12-09		Adults	1000	4.5	Internet	Nonpartisan	None
76.0	20.0	3.0	yougov-economist-18521	YouGov/Economist	2013-12-07	2013-12-09		Adults - Democrat	398		Internet	Nonpartisan	None
6.0	91.0	3.0	yougov-economist-18521	YouGov/Economist	2013-12-07	2013-12-09		Adults - Republican	263		Internet	Nonpartisan	None
35.0	62.0	2.0	yougov-economist-18521	YouGov/Economist	2013-12-07	2013-12-09		Adults - independent	284		Internet	Nonpartisan	None
40.0	51.0		gallup-18503	Gallup	2013-12-07	2013-12-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-18499	Rasmussen	2013-12-07	2013-12-09		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	55.0	3.0	bloomberg-18510	Bloomberg	2013-12-06	2013-12-09		Adults	1004	3.1	Live Phone	Nonpartisan	None
42.0	58.0	1.0	ap-gfk-web-18514	AP-GfK (Web)	2013-12-05	2013-12-09		Adults	1367	3.5	Internet	Nonpartisan	None
38.0	57.0	6.0	quinnipiac-18505	Quinnipiac	2013-12-03	2013-12-09		Registered Voters	2692	1.9	Live Phone	Nonpartisan	None
76.0	18.0	5.0	quinnipiac-18505	Quinnipiac	2013-12-03	2013-12-09		Registered Voters - Democrat			Live Phone	Nonpartisan	None
6.0	92.0	2.0	quinnipiac-18505	Quinnipiac	2013-12-03	2013-12-09		Registered Voters - Republican			Live Phone	Nonpartisan	None
30.0	62.0	8.0	quinnipiac-18505	Quinnipiac	2013-12-03	2013-12-09		Registered Voters - independent			Live Phone	Nonpartisan	None
41.0	50.0		gallup-18498	Gallup	2013-12-06	2013-12-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-18496	Rasmussen	2013-12-06	2013-12-08		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
43.0	54.0	3.0	nbc-wsj-18516	NBC/WSJ	2013-12-05	2013-12-08		Adults	1000	3.1	Live Phone	Nonpartisan	None
42.0	50.0	8.0	cbs-times-18508	CBS/Times	2013-12-05	2013-12-08		Adults	1000	3.0	Live Phone	Nonpartisan	None
78.0	15.0	7.0	cbs-times-18508	CBS/Times	2013-12-05	2013-12-08		Adults - Democrat			Live Phone	Nonpartisan	None
10.0	87.0	3.0	cbs-times-18508	CBS/Times	2013-12-05	2013-12-08		Adults - Republican			Live Phone	Nonpartisan	None
34.0	53.0	12.0	cbs-times-18508	CBS/Times	2013-12-05	2013-12-08		Adults - independent			Live Phone	Nonpartisan	None
47.0	50.0	4.0	reason-rupe-18513	Reason/Rupe	2013-12-04	2013-12-08		Adults	1011	3.7	Live Phone	Nonpartisan	None
75.0	21.0	4.0	reason-rupe-18513	Reason/Rupe	2013-12-04	2013-12-08		Adults - Democrat			Live Phone	Nonpartisan	None
15.0	83.0	2.0	reason-rupe-18513	Reason/Rupe	2013-12-04	2013-12-08		Adults - Republican			Live Phone	Nonpartisan	None
42.0	53.0	4.0	reason-rupe-18513	Reason/Rupe	2013-12-04	2013-12-08		Adults - independent			Live Phone	Nonpartisan	None
45.0	49.0	6.0	pew-usa-today-18507	Pew/USA Today	2013-12-03	2013-12-08		Adults	2001	2.6	Live Phone	Nonpartisan	None
81.0	15.0	4.0	pew-usa-today-18507	Pew/USA Today	2013-12-03	2013-12-08		Adults - Democrat	655	4.5	Live Phone	Nonpartisan	None
13.0	83.0	4.0	pew-usa-today-18507	Pew/USA Today	2013-12-03	2013-12-08		Adults - Republican	539	4.9	Live Phone	Nonpartisan	None
36.0	57.0	8.0	pew-usa-today-18507	Pew/USA Today	2013-12-03	2013-12-08		Adults - independent	711	4.3	Live Phone	Nonpartisan	None
43.0	55.0		rasmussen-18495	Rasmussen	2013-12-05	2013-12-07		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	51.0		gallup-18497	Gallup	2013-12-04	2013-12-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
43.0	55.0		rasmussen-18494	Rasmussen	2013-12-04	2013-12-06		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
50.0	45.0	3.0	saint-leo-university-18545	Saint Leo University	2013-12-01	2013-12-06		Likely Voters	761	3.5	Internet	Nonpartisan	None
83.0	12.0		saint-leo-university-18545	Saint Leo University	2013-12-01	2013-12-06		Likely Voters - Democrat	362		Internet	Nonpartisan	None
14.0	81.0		saint-leo-university-18545	Saint Leo University	2013-12-01	2013-12-06		Likely Voters - Republican		235.0	Internet	Nonpartisan	None
36.0	53.0		saint-leo-university-18545	Saint Leo University	2013-12-01	2013-12-06		Likely Voters - independent	403		Internet	Nonpartisan	None
43.0	53.0	4.0	mcclatchy-marist-18506	McClatchy/Marist	2013-12-03	2013-12-05		Registered Voters	988	3.1	Live Phone	Nonpartisan	None
77.0	18.0	5.0	mcclatchy-marist-18506	McClatchy/Marist	2013-12-03	2013-12-05		Registered Voters - Democrat			Live Phone	Nonpartisan	None
8.0	90.0	3.0	mcclatchy-marist-18506	McClatchy/Marist	2013-12-03	2013-12-05		Registered Voters - Republican			Live Phone	Nonpartisan	None
41.0	56.0	3.0	mcclatchy-marist-18506	McClatchy/Marist	2013-12-03	2013-12-05		Registered Voters - independent			Live Phone	Nonpartisan	None
42.0	51.0		gallup-18493	Gallup	2013-12-03	2013-12-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	55.0		rasmussen-18491	Rasmussen	2013-12-03	2013-12-05		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	51.0		gallup-18489	Gallup	2013-12-02	2013-12-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
43.0	54.0		rasmussen-18485	Rasmussen	2013-12-02	2013-12-04		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	51.0		gallup-18483	Gallup	2013-12-01	2013-12-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-18482	Rasmussen	2013-12-01	2013-12-03		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	57.0	3.0	yougov-economist-18484	YouGov/Economist	2013-11-30	2013-12-02		Adults	1000	3.8	Internet	Nonpartisan	None
76.0	22.0	3.0	yougov-economist-18484	YouGov/Economist	2013-11-30	2013-12-02		Adults - Democrat	382		Internet	Nonpartisan	None
4.0	96.0	1.0	yougov-economist-18484	YouGov/Economist	2013-11-30	2013-12-02		Adults - Republican	228		Internet	Nonpartisan	None
30.0	67.0	4.0	yougov-economist-18484	YouGov/Economist	2013-11-30	2013-12-02		Adults - independent	322		Internet	Nonpartisan	None
40.0	53.0		gallup-18480	Gallup	2013-11-30	2013-12-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
41.0	52.0		gallup-18473	Gallup	2013-11-29	2013-12-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-18476	Rasmussen	2013-11-26	2013-12-01		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
45.0	54.0		rasmussen-18467	Rasmussen	2013-11-25	2013-12-01		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	52.0		gallup-18471	Gallup	2013-11-27	2013-11-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	51.0		gallup-18470	Gallup	2013-11-26	2013-11-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	52.0		gallup-18469	Gallup	2013-11-25	2013-11-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	51.0		gallup-18468	Gallup	2013-11-24	2013-11-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-18466	Rasmussen	2013-11-24	2013-11-26		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
38.0	56.0	6.0	ipsos-reuters-web-18472	Ipsos/Reuters (Web)	2013-11-22	2013-11-26		Adults	1191		Internet	Nonpartisan	None
37.0	58.0	4.0	yougov-economist-18474	YouGov/Economist	2013-11-23	2013-11-25		Adults	1000	3.8	Internet	Nonpartisan	None
76.0	22.0	3.0	yougov-economist-18474	YouGov/Economist	2013-11-23	2013-11-25		Adults - Democrat	372		Internet	Nonpartisan	None
3.0	95.0	2.0	yougov-economist-18474	YouGov/Economist	2013-11-23	2013-11-25		Adults - Republican	250		Internet	Nonpartisan	None
26.0	69.0	4.0	yougov-economist-18474	YouGov/Economist	2013-11-23	2013-11-25		Adults - independent	321		Internet	Nonpartisan	None
42.0	52.0		gallup-18462	Gallup	2013-11-23	2013-11-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-18455	Rasmussen	2013-11-23	2013-11-25		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	52.0		gallup-18454	Gallup	2013-11-22	2013-11-24		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	53.0		rasmussen-18451	Rasmussen	2013-11-22	2013-11-24		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	53.0		gallup-18453	Gallup	2013-11-21	2013-11-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	52.0		rasmussen-18450	Rasmussen	2013-11-21	2013-11-23		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
46.0	53.0		rasmussen-18449	Rasmussen	2013-11-20	2013-11-22		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	53.0		gallup-18452	Gallup	2013-11-19	2013-11-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-18444	Rasmussen	2013-11-19	2013-11-21		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	54.0		gallup-18447	Gallup	2013-11-18	2013-11-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
41.0	56.0	3.0	cnn-18443	CNN	2013-11-18	2013-11-20		Adults	843	3.5	Live Phone	Nonpartisan	None
43.0	55.0		rasmussen-18437	Rasmussen	2013-11-18	2013-11-20		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	54.0	4.0	arg-18442	ARG	2013-11-17	2013-11-20		Adults	1100	3.0	Live Phone	Nonpartisan	None
73.0	24.0		arg-18442	ARG	2013-11-17	2013-11-20		Adults - Democrat			Live Phone	Nonpartisan	None
7.0	90.0		arg-18442	ARG	2013-11-17	2013-11-20		Adults - Republican			Live Phone	Nonpartisan	None
41.0	53.0		arg-18442	ARG	2013-11-17	2013-11-20		Adults - independent			Live Phone	Nonpartisan	None
40.0	53.0		gallup-18430	Gallup	2013-11-17	2013-11-19		Adults	1500	3.0	Live Phone	Nonpartisan	None
43.0	56.0		rasmussen-18429	Rasmussen	2013-11-17	2013-11-19		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	50.0	8.0	yougov-economist-18435	YouGov/Economist	2013-11-16	2013-11-18		Adults	1000	4.6	Internet	Nonpartisan	None
80.0	13.0	7.0	yougov-economist-18435	YouGov/Economist	2013-11-16	2013-11-18		Adults - Democrat	393		Internet	Nonpartisan	None
8.0	88.0	3.0	yougov-economist-18435	YouGov/Economist	2013-11-16	2013-11-18		Adults - Republican	250		Internet	Nonpartisan	None
31.0	63.0	6.0	yougov-economist-18435	YouGov/Economist	2013-11-16	2013-11-18		Adults - independent	290		Internet	Nonpartisan	None
41.0	53.0		gallup-18424	Gallup	2013-11-16	2013-11-18		Adults	1500	3.0	Live Phone	Nonpartisan	None
43.0	55.0		rasmussen-18423	Rasmussen	2013-11-16	2013-11-18		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
37.0	57.0	7.0	cbs-18428	CBS	2013-11-15	2013-11-18		Adults	1010	3.0	Live Phone	Nonpartisan	None
73.0	19.0	7.0	cbs-18428	CBS	2013-11-15	2013-11-18		Adults - Democrat	299		Live Phone	Nonpartisan	None
6.0	90.0	4.0	cbs-18428	CBS	2013-11-15	2013-11-18		Adults - Republican	281		Live Phone	Nonpartisan	None
29.0	63.0	7.0	cbs-18428	CBS	2013-11-15	2013-11-18		Adults - independent	430		Live Phone	Nonpartisan	None
41.0	53.0		gallup-18421	Gallup	2013-11-15	2013-11-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	54.0		rasmussen-18416	Rasmussen	2013-11-15	2013-11-17		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	55.0	3.0	abc-post-18422	ABC/Post	2013-11-14	2013-11-17		Adults	1006	3.5	Live Phone	Nonpartisan	None
84.0	15.0		abc-post-18422	ABC/Post	2013-11-14	2013-11-17		Adults - Democrat			Live Phone	Nonpartisan	None
8.0	91.0		abc-post-18422	ABC/Post	2013-11-14	2013-11-17		Adults - Republican			Live Phone	Nonpartisan	None
33.0	63.0		abc-post-18422	ABC/Post	2013-11-14	2013-11-17		Adults - independent			Live Phone	Nonpartisan	None
41.0	53.0		gallup-18418	Gallup	2013-11-14	2013-11-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	53.0		rasmussen-18415	Rasmussen	2013-11-14	2013-11-16		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	53.0		gallup-18417	Gallup	2013-11-13	2013-11-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-18414	Rasmussen	2013-11-13	2013-11-15		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	52.0		gallup-18413	Gallup	2013-11-12	2013-11-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-18411	Rasmussen	2013-11-12	2013-11-14		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	52.0		gallup-18405	Gallup	2013-11-11	2013-11-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-18400	Rasmussen	2013-11-11	2013-11-13		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	55.0	5.0	fox-18399	FOX	2013-11-10	2013-11-12		Registered Voters	1006	3.0	Live Phone	Nonpartisan	None
75.0	19.0	6.0	fox-18399	FOX	2013-11-10	2013-11-12		Registered Voters - Democrat			Live Phone	Nonpartisan	None
10.0	87.0	3.0	fox-18399	FOX	2013-11-10	2013-11-12		Registered Voters - Republican			Live Phone	Nonpartisan	None
32.0	63.0	5.0	fox-18399	FOX	2013-11-10	2013-11-12		Registered Voters - independent			Live Phone	Nonpartisan	None
42.0	52.0		gallup-18398	Gallup	2013-11-10	2013-11-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-18395	Rasmussen	2013-11-10	2013-11-12		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
40.0	53.0	6.0	yougov-economist-18401	YouGov/Economist	2013-11-09	2013-11-11		Adults	1000	4.8	Internet	Nonpartisan	None
79.0	19.0	2.0	yougov-economist-18401	YouGov/Economist	2013-11-09	2013-11-11		Adults - Democrat	368		Internet	Nonpartisan	None
7.0	89.0	4.0	yougov-economist-18401	YouGov/Economist	2013-11-09	2013-11-11		Adults - Republican	235		Internet	Nonpartisan	None
30.0	64.0	6.0	yougov-economist-18401	YouGov/Economist	2013-11-09	2013-11-11		Adults - independent	332		Internet	Nonpartisan	None
40.0	54.0		gallup-18388	Gallup	2013-11-09	2013-11-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-18386	Rasmussen	2013-11-09	2013-11-11		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
39.0	54.0	7.0	quinnipiac-18394	Quinnipiac	2013-11-06	2013-11-11		Registered Voters	2545	1.9	Live Phone	Nonpartisan	None
79.0	14.0	6.0	quinnipiac-18394	Quinnipiac	2013-11-06	2013-11-11		Registered Voters - Democrat			Live Phone	Nonpartisan	None
6.0	91.0	4.0	quinnipiac-18394	Quinnipiac	2013-11-06	2013-11-11		Registered Voters - Republican			Live Phone	Nonpartisan	None
30.0	63.0	7.0	quinnipiac-18394	Quinnipiac	2013-11-06	2013-11-11		Registered Voters - independent			Live Phone	Nonpartisan	None
40.0	54.0		gallup-18384	Gallup	2013-11-08	2013-11-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	54.0		rasmussen-18380	Rasmussen	2013-11-08	2013-11-10		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
41.0	53.0		gallup-18383	Gallup	2013-11-07	2013-11-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-18379	Rasmussen	2013-11-07	2013-11-09		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	51.0		gallup-18382	Gallup	2013-11-06	2013-11-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	54.0		rasmussen-18378	Rasmussen	2013-11-06	2013-11-08		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
43.0	50.0		gallup-18377	Gallup	2013-11-05	2013-11-07		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-18375	Rasmussen	2013-11-05	2013-11-07		Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
42.0	51.0		gallup-18374	Gallup	2013-11-04	2013-11-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
